parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat,player_id,player_name
z_sigma[22],0.7736542224884033,0.855033814907074,0.7950353622436523,-0.7679780125617981,2.1409032344818115,1935.083620695733,1.0018144845962524,00-0031285,Devonta Freeman
z_sigma[23],1.3678349256515503,0.76040118932724,1.4107270240783691,0.28750672936439514,2.7868151664733887,1044.3477619083371,1.0006664991378784,00-0031376,Jerick McKinnon
z_sigma[24],0.6287214756011963,0.7543466091156006,0.6019023656845093,-0.652418851852417,1.7950843572616577,2176.8184078391773,1.0003412961959839,00-0031687,Raheem Mostert
z_sigma[25],-0.7430034279823303,0.8802417516708374,-0.7534955739974976,-2.148369073867798,0.6923359632492065,1580.751533677111,0.998846173286438,00-0031806,Malcolm Brown
z_sigma[26],-0.14934313297271729,0.9019252061843872,-0.11895037442445755,-1.774920105934143,1.2000315189361572,2581.6970682100864,0.9990813136100769,00-0032058,Tevin Coleman
z_sigma[27],0.0073290602304041386,0.8482508659362793,-0.0054802121594548225,-1.400904893875122,1.3820728063583374,2148.7923243858445,0.9989622831344604,00-0032063,Mike Davis
z_sigma[28],-0.01704675517976284,0.7395367622375488,-0.026216015219688416,-1.156191349029541,1.2333893775939941,2020.896022393292,0.9986216425895691,00-0032104,Ameer Abdullah
z_sigma[29],0.118067666888237,0.7897539138793945,0.10726462304592133,-1.0995028018951416,1.4715231657028198,1563.8381231820817,0.9990792274475098,00-0032144,Melvin Gordon
z_sigma[30],0.07362276315689087,0.8386816382408142,0.06268080323934555,-1.3675285577774048,1.3688549995422363,1979.8840060905402,0.9992782473564148,00-0032187,David Johnson
z_sigma[31],0.42402133345603943,0.9292344450950623,0.4129793643951416,-1.1484628915786743,1.8819291591644287,2834.279080918472,0.9993776082992554,00-0032209,T.J. Yeldon
z_sigma[32],0.005839579273015261,0.8731719851493835,-0.0310264490544796,-1.394264578819275,1.3900675773620605,1760.0122770178023,0.9994538426399231,00-0032241,Todd Gurley
z_sigma[33],0.4594740569591522,0.9180616736412048,0.48455458879470825,-1.0458818674087524,1.8887726068496704,2116.115481589458,0.9982088804244995,00-0032257,Duke Johnson
z_sigma[34],-0.0824183002114296,0.9725995659828186,-0.09999459236860275,-1.7057232856750488,1.5499765872955322,2608.8977438976763,0.9991338849067688,00-0032393,C.J. Prosise
z_sigma[35],-0.24754227697849274,1.0281412601470947,-0.21573561429977417,-1.8905360698699951,1.4682247638702393,1596.0562743420103,0.998377799987793,00-0032404,Tyler Ervin
z_sigma[36],0.5853525996208191,0.8760096430778503,0.5722068548202515,-0.8393222093582153,2.0198793411254883,1587.629522048185,0.9984619617462158,00-0032426,Alex Collins
z_sigma[37],-0.6609421968460083,1.0262106657028198,-0.6544599533081055,-2.14060378074646,1.1728616952896118,1606.6632552164292,1.0004096031188965,00-0032450,Dwayne Washington
z_sigma[38],-0.08761522173881531,0.938298761844635,-0.11495496332645416,-1.7082277536392212,1.3547186851501465,2312.766115432098,0.9983261823654175,00-0032577,D.J. Foster
z_sigma[39],0.5777626633644104,0.8202245235443115,0.5948383808135986,-0.7321799993515015,1.8730937242507935,2071.1418301082113,1.0000807046890259,00-0032602,J.D. McKissic
z_sigma[40],-0.13495270907878876,0.8600803017616272,-0.13526387512683868,-1.6051477193832397,1.1775203943252563,2003.3369531719009,0.9987941980361938,00-0032741,Peyton Barber
z_sigma[41],0.6291738748550415,0.7034720778465271,0.6208504438400269,-0.4221348464488983,1.832237958908081,1430.188087701754,0.9981492757797241,00-0032764,Derrick Henry
z_sigma[42],0.09838064759969711,0.9238083362579346,0.12411554157733917,-1.4920536279678345,1.567599892616272,2017.2593742771626,0.998142659664154,00-0032780,Jordan Howard
